sku,product_name_clean,brand,raw_category,normalized_category,condition_normalized,quantity,mrp,floor_price,amazon_price,real_price,wholesale_price,match_confidence,unreliable_match,discount_percentage,market_gap,sellability_score,risk_score,expected_revenue,expected_cost,acquisition_cost,platform_fee_pct,ancillary_revenue_fee_pct,platform_fee_amount,inspection_cost,transport_cost,return_rate,return_provision,expected_profit,expected_margin_pct,expected_roi_pct,scenario_roi_low,scenario_roi_median,scenario_roi_high,recommendation,confidence_gate_applied,reasoning,product_name,category,condition,lot_name,city,item_type,model,sub_model_variant,functional_status,packaging_status,remarks,keywords,enrichment_source,price_ratio,wholesale_gap,price_band,expected_sellable_qty,expected_sell_price
bb-8219-17433-43f2747182c4,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Sipper Bottles 950 Ml Pure Copper Coca Cola Color Daily Wellness Sipper Bottle,Amazon Brand - Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,1499.0,283.0,1199.2,674.5500000000001,,1.0,False,81.12,58.05,81.35,37.0,407.77,585.87,297.15,0.155,0.04,85.5,50.0,150.0,0.07,9.21,-178.11,-43.68,44.09,-28.49,16.2,71.62,SKIP,False,sellability 81 ≥ 60; risk 37 ≤ 60; margin -43.7% below 15.0%; ROI 44.1% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Sipper Bottles | 950 ml | Pure Copper | Coca Cola Color | Daily Wellness Sipper Bottle,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'leak-proof', 'powder', 'coating', 'sipper', 'bottles', '950', 'pure', 'coca', 'cola', 'daily', 'wellness', 'bottle']",mrp_heuristic,0.1888,,MID,0.65,674.55
bb-8219-10349-b504ef47148c,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Bottles 950 Ml Pure Copper Coca Cola Color Daily Wellness Bottle,Amazon Brand - Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,1499.0,286.0,1199.2,674.5500000000001,,1.0,False,80.92,57.6,81.2,37.0,407.77,589.02,300.3,0.155,0.04,85.5,50.0,150.0,0.07,9.21,-181.26,-44.45,42.58,-29.24,14.98,69.82,SKIP,False,sellability 81 ≥ 60; risk 37 ≤ 60; margin -44.5% below 15.0%; ROI 42.6% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Bottles | 950 ml | Pure Copper | Coca Cola Color | Daily Wellness Bottle,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'leak-proof', 'powder', 'coating', 'bottles', '950', 'pure', 'coca', 'cola', 'daily', 'wellness', 'bottle']",mrp_heuristic,0.1908,,MID,0.65,674.55
bb-8219-14023-669c98229097,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Bottles 950 Ml Pure Copper Coca Cola Color Daily Wellness Bottle,Amazon Brand - Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,1499.0,286.0,1199.2,674.5500000000001,,1.0,False,80.92,57.6,81.2,37.0,407.77,589.02,300.3,0.155,0.04,85.5,50.0,150.0,0.07,9.21,-181.26,-44.45,42.58,-29.24,14.98,69.82,SKIP,False,sellability 81 ≥ 60; risk 37 ≤ 60; margin -44.5% below 15.0%; ROI 42.6% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Bottles | 950 ml | Pure Copper | Coca Cola Color | Daily Wellness Bottle,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'leak-proof', 'powder', 'coating', 'bottles', '950', 'pure', 'coca', 'cola', 'daily', 'wellness', 'bottle']",mrp_heuristic,0.1908,,MID,0.65,674.55
bb-8219-16410-beb8f2988ed5,Amazon Brand - Solimo Copper Leak-Proof Mat Finish Designer Bottles 950 Ml Pure Copper Elegant Matte Design Daily Wellness Bottle,Amazon Brand - Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,1499.0,288.0,1199.2,674.5500000000001,,1.0,False,80.79,57.3,81.1,37.0,407.77,591.12,302.4,0.155,0.04,85.5,50.0,150.0,0.07,9.21,-183.36,-44.97,41.59,-29.73,14.18,68.64,SKIP,False,sellability 81 ≥ 60; risk 37 ≤ 60; margin -45.0% below 15.0%; ROI 41.6% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Leak-Proof Mat Finish Designer Bottles | 950 ml | Pure Copper | Elegant Matte Design | Daily Wellness Bottle,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'leak-proof', 'mat', 'finish', 'designer', 'bottles', '950', 'pure', 'elegant', 'matte', 'design', 'daily', 'wellness', 'bottle']",mrp_heuristic,0.1921,,MID,0.65,674.55
bb-8219-16749-f56cd3b43615,Amazon Brand - Solimo Copper Leak-Proof Mat Finish Designer Bottles 950 Ml Pure Copper Elegant Matte Design Daily Wellness Bottle,Amazon Brand - Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,1499.0,288.0,1199.2,674.5500000000001,,1.0,False,80.79,57.3,81.1,37.0,407.77,591.12,302.4,0.155,0.04,85.5,50.0,150.0,0.07,9.21,-183.36,-44.97,41.59,-29.73,14.18,68.64,SKIP,False,sellability 81 ≥ 60; risk 37 ≤ 60; margin -45.0% below 15.0%; ROI 41.6% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Leak-Proof Mat Finish Designer Bottles | 950 ml | Pure Copper | Elegant Matte Design | Daily Wellness Bottle,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'leak-proof', 'mat', 'finish', 'designer', 'bottles', '950', 'pure', 'elegant', 'matte', 'design', 'daily', 'wellness', 'bottle']",mrp_heuristic,0.1921,,MID,0.65,674.55
bb-8219-16353-6b62ffb8c0a3,Amazon Brand - Solimo Stainless Steel Water Bottle 1 Liters Each 1000 Milliliters,Amazon Brand - Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,1199.0,232.0,959.2,539.5500000000001,,1.0,False,80.65,57.0,81.0,37.0,326.16,514.57,243.6,0.155,0.04,68.39,50.0,150.0,0.07,7.36,-188.41,-57.77,40.59,-30.23,13.38,67.45,SKIP,False,sellability 81 ≥ 60; risk 37 ≤ 60; margin -57.8% below 15.0%; ROI 40.6% ≥ 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Water Bottle, Set Of 3, 1 liters Each, 1000 milliliters",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Thermos & Vacuum Flasks,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'water', 'bottle', 'liters', 'each', '1000', 'milliliters']",mrp_heuristic,0.1935,,MID,0.65,539.55
bb-8219-2098-dde7ffbb44be,Amazon Brand - Solimo Stainless Steel Water Bottle 1 L Each,Amazon Brand - Solimo,Others > Sports and fitness > Fitness > Others,kitchen,not_tested,1,999.0,247.0,799.2,449.55,,1.0,False,75.28,45.06,75.54,37.0,271.75,518.48,259.35,0.155,0.04,56.98,50.0,150.0,0.07,6.14,-246.73,-90.79,10.02,-45.4,-11.27,31.04,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -90.8% below 15.0%; ROI 10.0% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Water Bottle, Set of 3, 1 L Each (Blitz)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'water', 'bottle', 'each']",mrp_heuristic,0.2472,,MID,0.65,449.55
bb-8219-14335-3a16c21e7979,Amazon Brand - Solimo Stainless Steel Water Bottle 1 L Each,Amazon Brand - Solimo,Others > Sports and fitness > Fitness > Others,kitchen,not_tested,1,999.0,247.0,799.2,449.55,,1.0,False,75.28,45.06,75.54,37.0,271.75,518.48,259.35,0.155,0.04,56.98,50.0,150.0,0.07,6.14,-246.73,-90.79,10.02,-45.4,-11.27,31.04,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -90.8% below 15.0%; ROI 10.0% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Water Bottle, Set of 3, 1 L Each (Blitz)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'water', 'bottle', 'each']",mrp_heuristic,0.2472,,MID,0.65,449.55
bb-8219-14598-dedea8350ea4,Amazon Brand - Solimo Stainless Steel Water Bottle 1 L Each,Amazon Brand - Solimo,Others > Sports and fitness > Fitness > Others,kitchen,not_tested,1,999.0,247.0,799.2,449.55,,1.0,False,75.28,45.06,75.54,37.0,271.75,518.48,259.35,0.155,0.04,56.98,50.0,150.0,0.07,6.14,-246.73,-90.79,10.02,-45.4,-11.27,31.04,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -90.8% below 15.0%; ROI 10.0% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Water Bottle, Set of 3, 1 L Each (Blitz)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'water', 'bottle', 'each']",mrp_heuristic,0.2472,,MID,0.65,449.55
bb-8219-11025-9bfd38e11646,Amazon Brand - Solimo Unbreakable Round Plastic Water Bottle Leak Proof Bpa Free Ideal For Gym Office Home Travel College 1 Litre Each Multi-Colour,Amazon Brand - Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,899.0,223.0,719.2,404.55,,1.0,False,75.19,44.88,75.46,37.0,244.55,487.36,234.15,0.155,0.04,51.28,50.0,150.0,0.07,5.52,-242.81,-99.29,9.66,-45.58,-11.56,30.62,SKIP,False,sellability 75 ≥ 60; risk 37 ≤ 60; margin -99.3% below 15.0%; ROI 9.7% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Unbreakable Round Plastic Water Bottle | Leak Proof | BPA Free | Ideal for Gym, Office, Home, Travel, College | 1 Litre Each | Set of 6 | Multi-Colour",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'unbreakable', 'round', 'plastic', 'water', 'bottle', 'leak', 'proof', 'bpa', 'free', 'ideal', 'gym', 'office', 'home', 'travel', 'college', 'litre', 'each', 'multi-colour']",mrp_heuristic,0.2481,,MID,0.65,404.55
bb-8219-15313-9946f5190ed2,Amazon Brand - Solimo Modular Plastic Container And Dispenser - Blue,Amazon Brand - Solimo,Others > Kitchenware > Kitchen Storage > Container,kitchen,not_tested,1,1799.0,482.0,1439.2,809.5500000000001,,1.0,False,73.21,40.46,73.36,37.0,489.37,812.58,506.1,0.155,0.04,102.61,50.0,150.0,0.07,11.05,-323.21,-66.04,1.53,-49.61,-18.12,20.93,SKIP,False,sellability 73 ≥ 60; risk 37 ≤ 60; margin -66.0% below 15.0%; ROI 1.5% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Modular Plastic Container and Dispenser, Set of 6 (2400 Ml Each) - Blue",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Jars & Containers,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'modular', 'plastic', 'container', 'dispenser', 'blue']",mrp_heuristic,0.2679,,MID,0.65,809.55
bb-8219-6331-7c840fb3ff5c,Amazon Brand - Solimo Stainless Steel Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel For Office Home Travel Everyday Essential,Amazon Brand - Solimo,Others > Sports and fitness > Fitness > Others,kitchen,not_tested,1,1999.0,539.0,1599.2,899.5500000000001,,1.0,False,73.04,40.08,73.18,37.0,543.78,884.27,565.95,0.155,0.04,114.02,50.0,150.0,0.07,12.28,-340.49,-62.62,0.89,-49.93,-18.64,20.16,SKIP,False,sellability 73 ≥ 60; risk 37 ≤ 60; margin -62.6% below 15.0%; ROI 0.9% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Water Bottles Set of 6, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | for Office, Home, Travel | Everyday Essential (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'home', 'travel', 'everyday', 'essential']",mrp_heuristic,0.2696,,MID,0.65,899.55
bb-8219-1695-7f18e9d898f2,Amazon Brand - Solimo Copper Water Pot Bedside Pot With Glass Hammered Finish 950 Ml,Amazon Brand - Solimo,Others > Sports and fitness > Fitness > Others,unknown,not_tested,1,1299.0,296.0,1039.2,584.5500000000001,,1.0,False,77.21,49.36,71.58,40.0,341.96,498.88,310.8,0.155,0.04,74.09,50.0,60.0,0.1,11.4,-156.92,-45.89,15.53,-40.76,-3.73,42.19,SKIP,False,sellability 72 ≥ 60; risk 40 ≤ 60; margin -45.9% below 15.0%; ROI 15.5% below 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Water Pot | Bedside Pot with Glass | Hammered Finish |950 ml,unknown,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'water', 'pot', 'bedside', 'glass', 'hammered', 'finish', '950']",mrp_heuristic,0.2279,,MID,0.65,584.55
bb-8219-1840-ae343a51862c,Amazon Brand - Solimo Copper Water Pot Bedside Pot With Glass Hammered Finish 950 Ml,Amazon Brand - Solimo,Others > Sports and fitness > Fitness > Others,unknown,not_tested,1,1299.0,296.0,1039.2,584.5500000000001,,1.0,False,77.21,49.36,71.58,40.0,341.96,498.88,310.8,0.155,0.04,74.09,50.0,60.0,0.1,11.4,-156.92,-45.89,15.53,-40.76,-3.73,42.19,SKIP,False,sellability 72 ≥ 60; risk 40 ≤ 60; margin -45.9% below 15.0%; ROI 15.5% below 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Water Pot | Bedside Pot with Glass | Hammered Finish |950 ml,unknown,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'water', 'pot', 'bedside', 'glass', 'hammered', 'finish', '950']",mrp_heuristic,0.2279,,MID,0.65,584.55
bb-8219-5603-342bdc105c11,Amazon Brand - Solimo Copper Water Pot Bedside Pot With Glass Hammered Finish 950 Ml,Amazon Brand - Solimo,Others > Sports and fitness > Fitness > Others,unknown,not_tested,1,1299.0,296.0,1039.2,584.5500000000001,,1.0,False,77.21,49.36,71.58,40.0,341.96,498.88,310.8,0.155,0.04,74.09,50.0,60.0,0.1,11.4,-156.92,-45.89,15.53,-40.76,-3.73,42.19,SKIP,False,sellability 72 ≥ 60; risk 40 ≤ 60; margin -45.9% below 15.0%; ROI 15.5% below 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Water Pot | Bedside Pot with Glass | Hammered Finish |950 ml,unknown,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'water', 'pot', 'bedside', 'glass', 'hammered', 'finish', '950']",mrp_heuristic,0.2279,,MID,0.65,584.55
bb-8219-16434-303c8097754c,Amazon Brand - Solimo Copper Water Pot Bedside Pot With Glass Hammered Finish 950 Ml,Amazon Brand - Solimo,Others > Sports and fitness > Fitness > Others,unknown,not_tested,1,1299.0,296.0,1039.2,584.5500000000001,,1.0,False,77.21,49.36,71.58,40.0,341.96,498.88,310.8,0.155,0.04,74.09,50.0,60.0,0.1,11.4,-156.92,-45.89,15.53,-40.76,-3.73,42.19,SKIP,False,sellability 72 ≥ 60; risk 40 ≤ 60; margin -45.9% below 15.0%; ROI 15.5% below 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Water Pot | Bedside Pot with Glass | Hammered Finish |950 ml,unknown,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'water', 'pot', 'bedside', 'glass', 'hammered', 'finish', '950']",mrp_heuristic,0.2279,,MID,0.65,584.55
bb-8219-12181-5925630c94e7,Amazon Brand - Solimo Curved Stainless Steel Water Bottle 1 L Each,Amazon Brand - Solimo,Others > Sports and fitness > Fitness > Others,kitchen,not_tested,1,699.0,212.0,559.2,314.55,,1.0,False,69.67,32.6,69.64,37.0,190.15,463.97,222.6,0.155,0.04,39.87,50.0,150.0,0.07,4.29,-273.83,-144.01,-10.31,-55.49,-27.67,6.83,SKIP,False,sellability 70 ≥ 60; risk 37 ≤ 60; margin -144.0% below 15.0%; ROI -10.3% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Curved Stainless Steel Water Bottle, Set of 2, 1 L Each",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'curved', 'stainless', 'steel', 'water', 'bottle', 'each']",mrp_heuristic,0.3033,,MID,0.65,314.55
bb-8219-7685-d830d783da45,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Amazon Brand - Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,63.04,37.0,153.97,434.05,200.55,0.155,0.04,32.28,50.0,150.0,0.07,3.48,-280.08,-181.91,-19.39,-59.99,-34.99,-3.99,SKIP,False,sellability 63 ≥ 60; risk 37 ≤ 60; margin -181.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",mrp_heuristic,0.3375,,LOW,0.65,254.7
bb-8219-11143-3bed1a53862b,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Amazon Brand - Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,63.04,37.0,153.97,434.05,200.55,0.155,0.04,32.28,50.0,150.0,0.07,3.48,-280.08,-181.91,-19.39,-59.99,-34.99,-3.99,SKIP,False,sellability 63 ≥ 60; risk 37 ≤ 60; margin -181.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",mrp_heuristic,0.3375,,LOW,0.65,254.7
bb-8219-12732-7f06d592db40,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Amazon Brand - Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,63.04,37.0,153.97,434.05,200.55,0.155,0.04,32.28,50.0,150.0,0.07,3.48,-280.08,-181.91,-19.39,-59.99,-34.99,-3.99,SKIP,False,sellability 63 ≥ 60; risk 37 ≤ 60; margin -181.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",mrp_heuristic,0.3375,,LOW,0.65,254.7
bb-8219-12763-da949c8dfdb4,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Amazon Brand - Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,63.04,37.0,153.97,434.05,200.55,0.155,0.04,32.28,50.0,150.0,0.07,3.48,-280.08,-181.91,-19.39,-59.99,-34.99,-3.99,SKIP,False,sellability 63 ≥ 60; risk 37 ≤ 60; margin -181.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",mrp_heuristic,0.3375,,LOW,0.65,254.7
bb-8219-15293-df1ea41f8e31,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Amazon Brand - Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,63.04,37.0,153.97,434.05,200.55,0.155,0.04,32.28,50.0,150.0,0.07,3.48,-280.08,-181.91,-19.39,-59.99,-34.99,-3.99,SKIP,False,sellability 63 ≥ 60; risk 37 ≤ 60; margin -181.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",mrp_heuristic,0.3375,,LOW,0.65,254.7
