sku,sku_cluster_id,product_name_clean,brand,raw_category,normalized_category,condition_normalized,quantity,platform,mrp,floor_price,amazon_price,real_price,wholesale_price,match_confidence,unreliable_match,discount_percentage,market_gap,sellability_score,risk_score,expected_revenue,expected_cost,acquisition_cost,platform_fee_pct,ancillary_revenue_fee_pct,platform_fee_amount,inspection_cost,transport_cost,return_rate,return_provision,holding_days,holding_cost,expected_profit,expected_profit_p5,expected_profit_p50,expected_profit_p95,expected_margin_pct,expected_roi_pct,expected_roi_p5,expected_roi_p95,prob_profit_positive,scenario_roi_low,scenario_roi_median,scenario_roi_high,recommendation,confidence_gate_applied,reasoning,product_name,category,condition,lot_name,city,item_type,model,sub_model_variant,functional_status,packaging_status,remarks,keywords,brand_cluster_id,category_cluster_id,enrichment_source,amazon_bsr,price_ratio,wholesale_gap,price_band,velocity_estimate,velocity_confidence,expected_sellable_qty,expected_sell_price
bb-8219-7450-85301d2e131d,c9,Amazon Brand - Solimo Stainless Steel Bottles 970Ml Each 100 Food-Grade Bpa-Free Cap Leak & Spill Proof Ergonomic Grip For Home & Office Use,Solimo,Others > Sports and fitness > Fitness > Others,kitchen,not_tested,1,flipkart,1899.0,332.0,1519.2,854.5500000000001,,1.0,False,82.52,61.15,76.0,37.0,516.58,667.98,348.6,0.14,0.04,99.98,50.0,150.0,0.07,11.66,90,14.74,-151.41,-267.46,-148.84,-48.63,-29.31,55.6,12.61,92.47,0.004,-22.78,25.48,85.32,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -29.3% below 15.0%; ROI 55.6% ≥ 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Bottles (Set of 3) | 970ml Each | 100% Food-Grade | BPA-Free Cap | Leak & Spill Proof | Ergonomic Grip | For Home & Office Use (Yellow, Grey & Red)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'bottles', '970ml', 'each', '100', 'food-grade', 'bpa-free', 'cap', 'leak', 'spill', 'proof', 'ergonomic', 'grip', 'home', 'office', 'use']",solimo,kitchen,mrp_heuristic,,0.1748,,MID,0.65,0.0,0.65,854.55
bb-8219-14408-e21e34ddf2d9,c7,Amazon Brand - Solimo Microwave Safe Two Compartment Lunch Box Set For Office With Bag Borosilicate Glass Safety Lock Airtight Tiffin Containers Transparent Slim Design,Solimo,Others > Kitchenware > Kitchen Storage > Lunch box,kitchen,not_tested,1,flipkart,1299.0,227.0,1039.2,584.5500000000001,,1.0,False,82.53,61.17,76.0,37.0,353.36,520.01,238.35,0.14,0.04,68.39,50.0,150.0,0.07,7.98,90,10.08,-166.65,-248.05,-164.2,-93.17,-47.16,55.67,11.44,94.21,0.0,-22.75,25.54,85.41,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -47.2% below 15.0%; ROI 55.7% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Microwave Safe Two Compartment Lunch Box Set for Office with Bag | Borosilicate Glass | Safety Lock Airtight Tiffin Containers (900 ml) | Transparent | Slim Design,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Lunch Box,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'microwave', 'safe', 'two', 'compartment', 'lunch', 'box', 'office', 'bag', 'borosilicate', 'glass', 'safety', 'lock', 'airtight', 'tiffin', 'containers', 'transparent', 'slim', 'design']",solimo,kitchen,mrp_heuristic,,0.1747,,MID,0.65,0.0,0.65,584.55
bb-8219-17499-c951a47e625e,c7,Amazon Brand - Solimo Microwave Safe Two Compartment Lunch Box Set For Office With Bag Borosilicate Glass Safety Lock Airtight Tiffin Containers Transparent Slim Design,Solimo,Others > Kitchenware > Kitchen Storage > Lunch box,kitchen,not_tested,1,flipkart,1299.0,227.0,1039.2,584.5500000000001,,1.0,False,82.53,61.17,76.0,37.0,353.36,520.01,238.35,0.14,0.04,68.39,50.0,150.0,0.07,7.98,90,10.08,-166.65,-248.67,-165.14,-90.32,-47.16,55.67,12.45,95.64,0.0,-22.75,25.54,85.41,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -47.2% below 15.0%; ROI 55.7% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Microwave Safe Two Compartment Lunch Box Set for Office with Bag | Borosilicate Glass | Safety Lock Airtight Tiffin Containers (900 ml) | Transparent | Slim Design,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Lunch Box,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'microwave', 'safe', 'two', 'compartment', 'lunch', 'box', 'office', 'bag', 'borosilicate', 'glass', 'safety', 'lock', 'airtight', 'tiffin', 'containers', 'transparent', 'slim', 'design']",solimo,kitchen,mrp_heuristic,,0.1747,,MID,0.65,0.0,0.65,584.55
bb-8219-5542-51df37e59f62,c7,Solimo Microwave Safe Two Compartment Lunch Box Set For Office Borosilicate Glass Safety Lock Airtight Tiffin Containers Transparent Slim Design,Solimo,Others > Kitchenware > Kitchen Storage > Lunch box,kitchen,not_tested,1,flipkart,899.0,148.0,719.2,404.55,,1.0,False,83.54,63.42,76.0,37.0,244.55,411.51,155.4,0.14,0.04,47.33,50.0,150.0,0.07,5.52,90,6.57,-166.96,-221.39,-164.06,-110.63,-68.27,65.24,20.6,110.08,0.0,-18.0,33.26,96.81,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -68.3% below 15.0%; ROI 65.2% ≥ 25.0%; expected profit non-positive,Solimo Microwave Safe Two Compartment Lunch Box Set for Office|Borosilicate Glass|Safety Lock Airtight Tiffin Containers(540 Ml)|Transparent|Slim Design,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Lunch Box,,,As-Is-Condition,As-Is-Condition,,"['solimo', 'microwave', 'safe', 'two', 'compartment', 'lunch', 'box', 'office', 'borosilicate', 'glass', 'safety', 'lock', 'airtight', 'tiffin', 'containers', 'transparent', 'slim', 'design']",solimo,kitchen,mrp_heuristic,,0.1646,,MID,0.65,0.0,0.65,404.55
bb-8219-15031-1fcb71f6e609,c7,Solimo Microwave Safe Two Compartment Lunch Box Set For Office Borosilicate Glass Safety Lock Airtight Tiffin Containers Transparent Slim Design,Solimo,Others > Kitchenware > Kitchen Storage > Lunch box,kitchen,not_tested,1,flipkart,899.0,148.0,719.2,404.55,,1.0,False,83.54,63.42,76.0,37.0,244.55,411.51,155.4,0.14,0.04,47.33,50.0,150.0,0.07,5.52,90,6.57,-166.96,-221.39,-164.43,-113.86,-68.27,65.24,21.03,107.84,0.0,-18.0,33.26,96.81,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -68.3% below 15.0%; ROI 65.2% ≥ 25.0%; expected profit non-positive,Solimo Microwave Safe Two Compartment Lunch Box Set for Office|Borosilicate Glass|Safety Lock Airtight Tiffin Containers(540 Ml)|Transparent|Slim Design,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Lunch Box,,,As-Is-Condition,As-Is-Condition,,"['solimo', 'microwave', 'safe', 'two', 'compartment', 'lunch', 'box', 'office', 'borosilicate', 'glass', 'safety', 'lock', 'airtight', 'tiffin', 'containers', 'transparent', 'slim', 'design']",solimo,kitchen,mrp_heuristic,,0.1646,,MID,0.65,0.0,0.65,404.55
bb-8219-10325-e79cc9bf38c0,c2,Amazon Brand - Solimo Borosilicate Glass Fridge Water Bottle Leak Proof Stainless Steel Jacketed Cap Toxin-Free Thermal Shock Resistant Odour Neutral Foam Cover,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,699.0,128.0,559.2,314.55,,1.0,False,81.69,59.31,75.83,37.0,190.15,378.6,134.4,0.14,0.04,36.8,50.0,150.0,0.07,4.29,90,5.68,-188.46,-230.35,-187.3,-148.2,-99.11,48.55,7.93,85.95,0.0,-26.28,19.8,76.93,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -99.1% below 15.0%; ROI 48.5% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Borosilicate Glass Fridge Water Bottle | Leak Proof | Stainless Steel Jacketed Cap | Toxin-Free | Thermal Shock Resistant | Odour Neutral | Foam Cover (750 ml),kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'borosilicate', 'glass', 'fridge', 'water', 'bottle', 'leak', 'proof', 'stainless', 'steel', 'jacketed', 'cap', 'toxin-free', 'thermal', 'shock', 'resistant', 'odour', 'neutral', 'foam', 'cover']",solimo,kitchen,mrp_heuristic,,0.1831,,MID,0.65,0.0,0.65,314.55
bb-8219-14655-3f59b2c67b06,c2,Amazon Brand - Solimo Borosilicate Glass Fridge Water Bottle Leak Proof Stainless Steel Jacketed Cap Toxin-Free Thermal Shock Resistant Odour Neutral Foam Cover,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,699.0,128.0,559.2,314.55,,1.0,False,81.69,59.31,75.83,37.0,190.15,378.6,134.4,0.14,0.04,36.8,50.0,150.0,0.07,4.29,90,5.68,-188.46,-231.04,-186.72,-145.72,-99.11,48.55,8.75,88.98,0.0,-26.28,19.8,76.93,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -99.1% below 15.0%; ROI 48.5% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Borosilicate Glass Fridge Water Bottle | Leak Proof | Stainless Steel Jacketed Cap | Toxin-Free | Thermal Shock Resistant | Odour Neutral | Foam Cover (750 ml),kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'borosilicate', 'glass', 'fridge', 'water', 'bottle', 'leak', 'proof', 'stainless', 'steel', 'jacketed', 'cap', 'toxin-free', 'thermal', 'shock', 'resistant', 'odour', 'neutral', 'foam', 'cover']",solimo,kitchen,mrp_heuristic,,0.1831,,MID,0.65,0.0,0.65,314.55
bb-8219-16502-49fbcca08bab,c2,Amazon Brand - Solimo Borosilicate Glass Fridge Water Bottle Leak Proof Stainless Steel Jacketed Cap Toxin-Free Thermal Shock Resistant Odour Neutral Foam Cover,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,699.0,128.0,559.2,314.55,,1.0,False,81.69,59.31,75.83,37.0,190.15,378.6,134.4,0.14,0.04,36.8,50.0,150.0,0.07,4.29,90,5.68,-188.46,-233.82,-187.66,-143.5,-99.11,48.55,7.85,89.48,0.0,-26.28,19.8,76.93,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -99.1% below 15.0%; ROI 48.5% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Borosilicate Glass Fridge Water Bottle | Leak Proof | Stainless Steel Jacketed Cap | Toxin-Free | Thermal Shock Resistant | Odour Neutral | Foam Cover (750 ml),kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'borosilicate', 'glass', 'fridge', 'water', 'bottle', 'leak', 'proof', 'stainless', 'steel', 'jacketed', 'cap', 'toxin-free', 'thermal', 'shock', 'resistant', 'odour', 'neutral', 'foam', 'cover']",solimo,kitchen,mrp_heuristic,,0.1831,,MID,0.65,0.0,0.65,314.55
bb-8219-2912-7613a626c462,c2,Amazon Brand - Solimo Borosilicate Glass Fridge Water Bottle Leak Proof Stainless Steel Jacketed Cap Toxin-Free Thermal Shock Resistant Odour Neutral Foam Cover,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,799.0,150.0,639.2,359.55,,1.0,False,81.23,58.28,75.57,37.0,217.35,408.19,157.5,0.14,0.04,42.07,50.0,150.0,0.07,4.91,90,6.66,-190.84,-238.83,-189.65,-143.54,-87.8,44.9,7.86,83.55,0.0,-28.09,16.85,72.58,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -87.8% below 15.0%; ROI 44.9% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Borosilicate Glass Fridge Water Bottle | Leak Proof | Stainless Steel Jacketed Cap | Toxin-Free | Thermal Shock Resistant | Odour Neutral | Foam Cover (1000 ml),kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'borosilicate', 'glass', 'fridge', 'water', 'bottle', 'leak', 'proof', 'stainless', 'steel', 'jacketed', 'cap', 'toxin-free', 'thermal', 'shock', 'resistant', 'odour', 'neutral', 'foam', 'cover']",solimo,kitchen,mrp_heuristic,,0.1877,,MID,0.65,0.0,0.65,359.55
bb-8219-6774-01654457dbc9,c4,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Sipper Bottles 950 Ml Pure Copper Coca Cola Color Daily Wellness Sipper Bottle,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,1499.0,283.0,1199.2,674.5500000000001,,1.0,False,81.12,58.05,75.51,37.0,407.77,592.32,297.15,0.14,0.04,78.92,50.0,150.0,0.07,9.21,90,12.56,-184.55,-272.56,-182.28,-94.68,-45.26,44.09,7.46,82.4,0.0,-28.49,16.2,71.62,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -45.3% below 15.0%; ROI 44.1% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Sipper Bottles | 950 ml | Pure Copper | Coca Cola Color | Daily Wellness Sipper Bottle,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'leak-proof', 'powder', 'coating', 'sipper', 'bottles', '950', 'pure', 'coca', 'cola', 'daily', 'wellness', 'bottle']",solimo,kitchen,mrp_heuristic,,0.1888,,MID,0.65,0.0,0.65,674.55
bb-8219-17433-43f2747182c4,c4,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Sipper Bottles 950 Ml Pure Copper Coca Cola Color Daily Wellness Sipper Bottle,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,1499.0,283.0,1199.2,674.5500000000001,,1.0,False,81.12,58.05,75.51,37.0,407.77,592.32,297.15,0.14,0.04,78.92,50.0,150.0,0.07,9.21,90,12.56,-184.55,-280.99,-183.11,-89.27,-45.26,44.09,4.46,83.21,0.0,-28.49,16.2,71.62,SKIP,False,sellability 76 ≥ 60; risk 37 ≤ 60; margin -45.3% below 15.0%; ROI 44.1% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Sipper Bottles | 950 ml | Pure Copper | Coca Cola Color | Daily Wellness Sipper Bottle,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'leak-proof', 'powder', 'coating', 'sipper', 'bottles', '950', 'pure', 'coca', 'cola', 'daily', 'wellness', 'bottle']",solimo,kitchen,mrp_heuristic,,0.1888,,MID,0.65,0.0,0.65,674.55
bb-8219-10349-b504ef47148c,c4,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Bottles 950 Ml Pure Copper Coca Cola Color Daily Wellness Bottle,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,1499.0,286.0,1199.2,674.5500000000001,,1.0,False,80.92,57.6,75.4,37.0,407.77,595.6,300.3,0.14,0.04,78.92,50.0,150.0,0.07,9.21,90,12.69,-187.83,-278.28,-183.35,-96.85,-46.06,42.58,3.08,79.97,0.0,-29.24,14.98,69.82,SKIP,False,sellability 75 ≥ 60; risk 37 ≤ 60; margin -46.1% below 15.0%; ROI 42.6% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Bottles | 950 ml | Pure Copper | Coca Cola Color | Daily Wellness Bottle,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'leak-proof', 'powder', 'coating', 'bottles', '950', 'pure', 'coca', 'cola', 'daily', 'wellness', 'bottle']",solimo,kitchen,mrp_heuristic,,0.1908,,MID,0.65,0.0,0.65,674.55
bb-8219-14023-669c98229097,c4,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Bottles 950 Ml Pure Copper Coca Cola Color Daily Wellness Bottle,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,1499.0,286.0,1199.2,674.5500000000001,,1.0,False,80.92,57.6,75.4,37.0,407.77,595.6,300.3,0.14,0.04,78.92,50.0,150.0,0.07,9.21,90,12.69,-187.83,-276.32,-183.6,-95.39,-46.06,42.58,4.98,81.65,0.0,-29.24,14.98,69.82,SKIP,False,sellability 75 ≥ 60; risk 37 ≤ 60; margin -46.1% below 15.0%; ROI 42.6% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Leak-Proof Powder Coating Bottles | 950 ml | Pure Copper | Coca Cola Color | Daily Wellness Bottle,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'leak-proof', 'powder', 'coating', 'bottles', '950', 'pure', 'coca', 'cola', 'daily', 'wellness', 'bottle']",solimo,kitchen,mrp_heuristic,,0.1908,,MID,0.65,0.0,0.65,674.55
bb-8219-16410-beb8f2988ed5,c3,Amazon Brand - Solimo Copper Leak-Proof Mat Finish Designer Bottles 950 Ml Pure Copper Elegant Matte Design Daily Wellness Bottle,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,1499.0,288.0,1199.2,674.5500000000001,,1.0,False,80.79,57.3,75.32,37.0,407.77,597.79,302.4,0.14,0.04,78.92,50.0,150.0,0.07,9.21,90,12.78,-190.02,-282.84,-187.19,-96.11,-46.6,41.59,3.27,80.29,0.0,-29.73,14.18,68.64,SKIP,False,sellability 75 ≥ 60; risk 37 ≤ 60; margin -46.6% below 15.0%; ROI 41.6% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Leak-Proof Mat Finish Designer Bottles | 950 ml | Pure Copper | Elegant Matte Design | Daily Wellness Bottle,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'leak-proof', 'mat', 'finish', 'designer', 'bottles', '950', 'pure', 'elegant', 'matte', 'design', 'daily', 'wellness', 'bottle']",solimo,kitchen,mrp_heuristic,,0.1921,,MID,0.65,0.0,0.65,674.55
bb-8219-16749-f56cd3b43615,c3,Amazon Brand - Solimo Copper Leak-Proof Mat Finish Designer Bottles 950 Ml Pure Copper Elegant Matte Design Daily Wellness Bottle,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,1499.0,288.0,1199.2,674.5500000000001,,1.0,False,80.79,57.3,75.32,37.0,407.77,597.79,302.4,0.14,0.04,78.92,50.0,150.0,0.07,9.21,90,12.78,-190.02,-284.77,-188.61,-94.53,-46.6,41.59,1.02,80.23,0.0,-29.73,14.18,68.64,SKIP,False,sellability 75 ≥ 60; risk 37 ≤ 60; margin -46.6% below 15.0%; ROI 41.6% ≥ 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Leak-Proof Mat Finish Designer Bottles | 950 ml | Pure Copper | Elegant Matte Design | Daily Wellness Bottle,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'leak-proof', 'mat', 'finish', 'designer', 'bottles', '950', 'pure', 'elegant', 'matte', 'design', 'daily', 'wellness', 'bottle']",solimo,kitchen,mrp_heuristic,,0.1921,,MID,0.65,0.0,0.65,674.55
bb-8219-16353-6b62ffb8c0a3,c12,Amazon Brand - Solimo Stainless Steel Water Bottle 1 Liters Each 1000 Milliliters,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,1199.0,232.0,959.2,539.5500000000001,,1.0,False,80.65,57.0,75.25,37.0,326.16,519.97,243.6,0.14,0.04,63.13,50.0,150.0,0.07,7.36,90,10.3,-193.81,-267.82,-194.46,-124.82,-59.42,40.59,2.79,76.03,0.0,-30.23,13.38,67.45,SKIP,False,sellability 75 ≥ 60; risk 37 ≤ 60; margin -59.4% below 15.0%; ROI 40.6% ≥ 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Water Bottle, Set Of 3, 1 liters Each, 1000 milliliters",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Thermos & Vacuum Flasks,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'water', 'bottle', 'liters', 'each', '1000', 'milliliters']",solimo,kitchen,mrp_heuristic,,0.1935,,MID,0.65,0.0,0.65,539.55
bb-8219-2098-dde7ffbb44be,c6,Amazon Brand - Solimo Stainless Steel Water Bottle 1 L Each,Solimo,Others > Sports and fitness > Fitness > Others,kitchen,not_tested,1,flipkart,999.0,247.0,799.2,449.55,,1.0,False,75.28,45.06,71.09,37.0,271.75,525.36,259.35,0.14,0.04,52.6,50.0,150.0,0.07,6.14,90,10.96,-253.61,-316.77,-253.81,-194.07,-93.32,10.02,-20.78,38.41,0.0,-45.4,-11.27,31.04,SKIP,False,sellability 71 ≥ 60; risk 37 ≤ 60; margin -93.3% below 15.0%; ROI 10.0% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Water Bottle, Set of 3, 1 L Each (Blitz)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'water', 'bottle', 'each']",solimo,kitchen,mrp_heuristic,,0.2472,,MID,0.65,0.0,0.65,449.55
bb-8219-14335-3a16c21e7979,c6,Amazon Brand - Solimo Stainless Steel Water Bottle 1 L Each,Solimo,Others > Sports and fitness > Fitness > Others,kitchen,not_tested,1,flipkart,999.0,247.0,799.2,449.55,,1.0,False,75.28,45.06,71.09,37.0,271.75,525.36,259.35,0.14,0.04,52.6,50.0,150.0,0.07,6.14,90,10.96,-253.61,-320.17,-251.25,-196.65,-93.32,10.02,-22.36,37.94,0.0,-45.4,-11.27,31.04,SKIP,False,sellability 71 ≥ 60; risk 37 ≤ 60; margin -93.3% below 15.0%; ROI 10.0% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Water Bottle, Set of 3, 1 L Each (Blitz)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'water', 'bottle', 'each']",solimo,kitchen,mrp_heuristic,,0.2472,,MID,0.65,0.0,0.65,449.55
bb-8219-14598-dedea8350ea4,c6,Amazon Brand - Solimo Stainless Steel Water Bottle 1 L Each,Solimo,Others > Sports and fitness > Fitness > Others,kitchen,not_tested,1,flipkart,999.0,247.0,799.2,449.55,,1.0,False,75.28,45.06,71.09,37.0,271.75,525.36,259.35,0.14,0.04,52.6,50.0,150.0,0.07,6.14,90,10.96,-253.61,-320.9,-252.62,-191.86,-93.32,10.02,-21.37,39.63,0.0,-45.4,-11.27,31.04,SKIP,False,sellability 71 ≥ 60; risk 37 ≤ 60; margin -93.3% below 15.0%; ROI 10.0% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Water Bottle, Set of 3, 1 L Each (Blitz)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'water', 'bottle', 'each']",solimo,kitchen,mrp_heuristic,,0.2472,,MID,0.65,0.0,0.65,449.55
